Review Sentence,Aspect term,polarity,from,to,Anger,Disgust,Fear,Joy,Sadness,Surprise,Emotion Class,emotion context words
"Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!",garlic knots,positive,10,22,0,0,0,4,0,0,Joy,great
"For great chinese food nearby, you have Wu Liang Ye and Grand Sichuan just a block away.",chinese food,positive,10,22,0,0,0,4,0,0,Joy,great
But who says Murray's is anything about service.,service,neutral,40,47,3,1,1,0,3,1,Anger,who says
"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",food,negative,104,108,0,1,0,2,0,2,Joy,they have forgotten
Hats off to the chef.,chef,positive,16,20,0,0,0,0,0,0,Anger,
"Service could be improved but overall this is a place that understands the importance of little things (the heavy, black, antique-seeming teapot, for one) in the restaurant experience.",Service,negative,0,7,1,2,1,0,1,0,Disgust,could be improved
"Service could be improved but overall this is a place that understands the importance of little things (the heavy, black, antique-seeming teapot, for one) in the restaurant experience.",teapot,positive,138,144,0,0,0,1,0,0,Joy,understands
"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",pizza,positive,4,9,0,0,0,4,0,0,Joy,delicious fresh
"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",fresh mozzarella,positive,34,50,0,0,0,4,0,0,Joy,deliciousfresh
"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",cheese,negative,90,96,0,0,0,4,0,0,Joy,deliciousfresh
Its an excellent place to relax and the food is one of the best in the city of New York.,place,positive,17,22,0,0,0,4,0,0,Joy,excellenbest
Its an excellent place to relax and the food is one of the best in the city of New York.,food,positive,40,44,0,0,0,4,0,0,Joy,excellentbest
"service is friendly, and never had a problem walking in and getting a table.",service,positive,0,7,0,0,0,4,0,1,Joy," friendly, and never had a problem"
"service is friendly, and never had a problem walking in and getting a table.",getting a table,positive,60,75,0,0,0,4,0,1,Joy,"friendly, andnever had a problem"
The atmosphere was crowded but it was a great bistro-type vibe.,atmosphere,conflict,4,14,3,0,1,3,3,0,Anger,crowdedgreat
The atmosphere was crowded but it was a great bistro-type vibe.,bistro-type vibe,positive,46,62,3,0,1,3,3,0,Anger,crowded great
"First off, the waitress was completely unattentive the 2 times we saw her(odd in a restaurant with 6 tables) and got our order wrong.",waitress,negative,15,23,4,3,0,0,4,1,Anger,completely unattentivorder wrong.
"First off, the waitress was completely unattentive the 2 times we saw her(odd in a restaurant with 6 tables) and got our order wrong.",tables,neutral,101,107,4,3,0,0,4,1,Anger,completely unattentiveorder wrong.
The food was bland oily.,food,negative,4,8,3,3,0,0,3,0,Anger,bland
"What is even better, is that the prices are very affordable as well, and the food is really good.",prices,positive,33,39,0,0,0,4,0,3,Joy,"What is even better,very affordablereally good."
"What is even better, is that the prices are very affordable as well, and the food is really good.",food,positive,77,81,0,0,0,4,0,3,Joy,"What is even better, very affordable really good."
The fish is fresh but the variety of fish is nothing out of ordinary.,fish,positive,4,8,0,0,0,3,2,0,Joy,fresh is nothing out
The fish is fresh but the variety of fish is nothing out of ordinary.,variety of fish,negative,26,41,0,0,0,3,2,0,Joy,freshis nothing out
"Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.",pesto pizza,positive,23,34,0,0,0,3,0,0,Joy,favoritegood
"Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.",house salad,positive,40,51,0,0,0,3,0,0,Joy,favorite good
"Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.",bottle of wine,positive,64,78,0,0,0,3,0,0,Joy,favoritegood
"Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.",meal,positive,13,17,0,0,0,3,0,0,Joy,favorite good
"And Kruno, the beverage manager is the best bartender I have yet to come across.",bartender,positive,44,53,0,0,0,3,0,1,Joy,best I have yet to come across.
"And Kruno, the beverage manager is the best bartender I have yet to come across.",beverage manager,positive,15,31,0,0,0,3,0,1,Joy,best I have yet to come across.
"Ambiance and music funky, which I enjoy.",Ambiance,positive,0,8,0,0,0,3,0,0,Joy,which I enjoy.
"Ambiance and music funky, which I enjoy.",music,positive,13,18,0,0,0,3,0,0,Joy,which I enjo
"The food, drinks and service are clearly among the best in the city.",food,positive,4,8,0,0,0,4,0,0,Joy,clearly among the best
"The food, drinks and service are clearly among the best in the city.",drinks,positive,10,16,0,0,0,4,0,0,Joy,clearly among the best
"The food, drinks and service are clearly among the best in the city.",service,positive,21,28,0,0,0,4,0,0,Joy,clearly among the best
I went there in late afternoon for some bite size food and refleshment with my date.,food,neutral,50,54,1,3,0,0,1,0,Disgust,late afternoon
I went there in late afternoon for some bite size food and refleshment with my date.,refleshment,neutral,59,70,1,3,0,0,1,0,Disgust,late afternoon
"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",ambiance,positive,82,90,1,3,0,3,3,0,Disgust,understand need not comecomplicated authentic
"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",service,positive,108,115,1,3,0,3,3,0,Disgust,understand need not come complicated
"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",foods,positive,217,222,1,3,0,3,3,0,Disgust,understandneed not come complicated authentic
"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",tastes,positive,228,234,1,3,0,3,3,0,Disgust,understand need not come complicatedauthentic
"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",sommlier,positive,128,136,1,3,0,3,3,0,Disgust,understandneed not come complicated authentic
"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",captain,positive,163,170,1,3,0,3,3,0,Disgust,understand need not comecomplicated authentic
"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",back waiters,positive,175,187,1,3,0,3,3,0,Disgust,understandneed not come complicated authentic
"Last time I went here, the waitress didn't come back after taking our order.",waitress,negative,27,35,4,1,1,0,4,0,Anger,didn't come back
Try the tandoori salmon!,tandoori salmon,positive,8,23,0,0,0,0,0,0,Anger,
"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",atmosphere,positive,15,25,4,4,1,0,4,0,Anger,very disappointing
"Granted the space is smaller than most, it is the best service you will find in even the largest of restaurants.",space,negative,12,17,0,2,0,3,1,0,Joy,smaller than most best
"Granted the space is smaller than most, it is the best service you will find in even the largest of restaurants.",service,positive,55,62,0,2,0,3,1,0,Joy,"smaller than most,best"
I love the atmorphere @ peep!,atmorphere,positive,11,21,0,0,0,4,0,0,Joy,love
The service was attentive and her suggestions of menu items was right on the mark.,service,positive,4,11,0,0,0,3,0,0,Joy,attentiveright
The service was attentive and her suggestions of menu items was right on the mark.,menu items,positive,49,59,0,0,0,3,0,0,Joy,attentive right
The other night we had the $30 three course meal and everything was delicious - if I could of licked the plate clean I would of.,three course meal,positive,31,48,0,0,0,4,0,0,Joy,delicious
"Even after getting pushed out by the no-class Famous Ray's, Sal has risen again to carry on his father's uncle's legacies with a smile, true love for his community, and let's not forget the Outstanding Pizza!",Pizza,positive,202,207,0,0,0,4,0,0,Joy," smile, true lov Outstanding"
"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",environment,positive,4,15,0,0,0,4,0,0,Joy,romantic
"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",food,negative,37,41,3,1,1,4,0,0,Joy,horriblepathetic
"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",service,negative,59,66,3,1,1,4,0,0,Joy,horriblepathetic
"We had crawfish boiled and despite making a mess, it was a ton of fun and quite tasty as well.",crawfish boiled,positive,7,22,0,0,0,4,0,0,Joy,fun and quite tasty
I had very high expectations for this place and made a reservation a couple of months in advance for a special occasion.,reservation,neutral,55,66,0,0,0,4,0,0,Joy,special
What came to our table was burned beyond recognition and stringy.,table,neutral,17,22,0,0,0,0,0,2,Surprise,What came
I had the Pad Thai and the noodles were sticky.,Pad Thai,negative,10,18,0,0,0,0,0,0,Anger,
I had the Pad Thai and the noodles were sticky.,noodles,negative,27,34,0,0,0,0,0,0,Anger,
"So I've never actually been to M proper, but I've had it delivered a few times.",delivered,neutral,57,66,0,0,0,0,0,1,Surprise,I've never
"Among all of the new 5th avenue restaurants, this offers by far one of the best values for your money.",values for your money,positive,80,101,0,0,0,4,0,1,Joy,best
"Frankly, when you compare what you can have here for lunch, versus McDs or so many other sandwich shops in the city, there is no comparison.",lunch,positive,53,58,0,0,0,0,0,0,Anger,
The hostess is rude to the point of being offensive.,hostess,negative,4,11,4,0,1,0,4,0,Anger,rude
"If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!",food,positive,35,39,0,3,0,3,0,2,Disgust,If you're cravinggreat but can't stand
"If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!",wait building,negative,88,101,0,3,0,3,0,2,Disgust,If you're cravinggreatbut can't stand
"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",corridor,negative,9,17,0,2,0,3,0,0,Joy,narrowtiny great
"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",space,negative,34,39,0,2,0,3,0,0,Joy,narrow tinygreat
"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",counters,negative,79,87,0,2,0,3,0,0,Joy,narrow tinygreat
"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",counter,negative,148,155,0,2,0,3,0,0,Joy,narrow tinygreat
"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",entrees,neutral,170,177,0,2,0,3,0,0,Joy,narrowtinygreat
The food is great.,food,positive,4,8,0,0,0,3,0,0,Joy,great
Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.,steaks,positive,10,16,0,1,1,3,0,1,Joy,Succulentprecisely to your desireddon't look like
Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.,salads,positive,76,82,0,1,1,3,0,1,Joy,Succulentprecisely to your desireddon't look like
